id,video_url,label
4439,storage/bout/yXfD_F5beS4/combined/227.mp4,Attack right
8944,storage/bout/nta3JYFVZ1Q/combined/353.mp4,Attack right
293,storage/bout/ZRPxZGW-384/combined/551.mp4,Attack right
1393,storage/bout/IRjv6luKW-E/combined/166.mp4,Attack right
652,storage/bout/7j7-8DO_500/combined/691.mp4,Attack right
5278,storage/bout/BjU-60SlwHY/combined/467.mp4,Attack right
12789,storage/bout/zUHoSwPz1is/combined/153.mp4,Attack right
2815,storage/bout/y5BTWDOdu3k/combined/732.mp4,Attack right
4,storage/bout/mlzY3a-X92M/combined/1159.mp4,Attack right
2828,storage/bout/mvxAy3U2ihI/combined/266.mp4,Attack right
5324,storage/bout/Vd49gn8jUv8/combined/95.mp4,Attack right
786,storage/bout/Tu7Z2ZGR6qo/combined/463.mp4,Attack right
8856,storage/bout/8eBy_XX-yTM/combined/796.mp4,Attack right
10941,storage/bout/ZrSqn8K78tw/combined/781.mp4,Attack right
4109,storage/bout/s_LZzZBX_tY/combined/280.mp4,Attack right
7147,storage/bout/v5p1VkV5hvo/combined/1299.mp4,Attack right
3076,storage/bout/_s-f1XdBvUk/combined/380.mp4,Attack right
7906,storage/bout/JHK9jxGsXpA/combined/143.mp4,Attack right
5215,storage/bout/0cSMoqSH20s/combined/63.mp4,Attack right
1115,storage/bout/QeHo5Qsuh1A/combined/108.mp4,Attack right
1376,storage/bout/f1SlL8ZhCAc/combined/575.mp4,Attack right
1723,storage/bout/Ebj5yWjCdj0/combined/278.mp4,Attack right
12297,storage/bout/fWCoyIWkHpk/combined/646.mp4,Attack right
10594,storage/bout/l5gjHkQZc_U/combined/446.mp4,Attack right
1730,storage/bout/Ebj5yWjCdj0/combined/419.mp4,Attack right
3878,storage/bout/HxDB72raPTo/combined/327.mp4,Attack right
3972,storage/bout/5YdF8DE9sLc/combined/712.mp4,Attack right
7766,storage/bout/a6CYOLhbGSQ/combined/102.mp4,Attack right
1616,storage/bout/bTBgOaQ5EFg/combined/727.mp4,Attack right
7145,storage/bout/v5p1VkV5hvo/combined/1236.mp4,Attack right
1881,storage/bout/mIXz2mCCJak/combined/491.mp4,Attack right
7687,storage/bout/CWJIO-gxKqU/combined/429.mp4,Attack right
7559,storage/bout/xBPM_PxQZKE/combined/434.mp4,Attack right
8321,storage/bout/7DOy2_SMmzA/combined/900.mp4,Attack right
2175,storage/bout/DbtbovVrfwQ/combined/636.mp4,Attack right
13149,storage/bout/KLzg9pXWL1c/combined/725.mp4,Attack right
487,storage/bout/J3-mT2Z-MbE/combined/119.mp4,Attack right
9444,storage/bout/KxC5cloQ6Z0/combined/812.mp4,Attack right
1471,storage/bout/NG8cgGQ6x9c/combined/355.mp4,Attack right
8726,storage/bout/M73s4qW7uW8/combined/337.mp4,Attack right
1274,storage/bout/hA8ikW1oczM/clips/773.mp4,Attack right
2653,storage/bout/HGGpZkBWeMc/combined/1221.mp4,Attack right
4300,storage/bout/3plXwLGn4yM/combined/739.mp4,Attack right
324,storage/bout/B2AcbKUaunY/combined/581.mp4,Attack right
1082,storage/bout/CD_OaN263kM/combined/1405.mp4,Attack right
105,storage/bout/sEuHDNqlLiw/combined/533.mp4,Attack right
10539,storage/bout/K2_09GWFEV4/combined/795.mp4,Attack right
568,storage/bout/EAE5Fd8lk-I/combined/242.mp4,Attack right
11986,storage/bout/J4RW7mIGl2U/combined/41.mp4,Attack right
11483,storage/bout/bOYustuEs7o/combined/1456.mp4,Attack right
4593,storage/bout/V0ntzxEu2ng/combined/81.mp4,Attack right
2189,storage/bout/DbtbovVrfwQ/combined/891.mp4,Attack right
899,storage/bout/n56kfujT0Sk/combined/655.mp4,Attack right
6387,storage/bout/1jmhAmBmxw8/combined/1135.mp4,Attack right
4068,storage/bout/BecaBPSnGOc/combined/979.mp4,Attack right
555,storage/bout/M8YlcHl3kVg/combined/83.mp4,Attack right
945,storage/bout/WtLno1Z9mEw/combined/927.mp4,Attack right
4340,storage/bout/6jEwu7-NQuY/combined/474.mp4,Attack right
5650,storage/bout/UoLyvkdaIQo/combined/144.mp4,Attack right
2856,storage/bout/JNtMt-G2_FY/combined/349.mp4,Attack right
6786,storage/bout/CPEuqV5FAYg/combined/178.mp4,Attack right
3401,storage/bout/PTAe3O6rmAA/combined/688.mp4,Attack right
1842,storage/bout/EN3RMrYKIAU/combined/1284.mp4,Attack right
2650,storage/bout/3s8JO9xpnvE/combined/98.mp4,Attack right
8882,storage/bout/EXT7EZtHO5Q/combined/364.mp4,Attack right
4276,storage/bout/3plXwLGn4yM/combined/1204.mp4,Attack right
1537,storage/bout/smatp6vZ2dg/combined/558.mp4,Attack right
324,storage/bout/B2AcbKUaunY/combined/581.mp4,Attack right
225,storage/bout/Mp2sELd-4Sg/combined/346.mp4,Attack right
925,storage/bout/WtLno1Z9mEw/combined/349.mp4,Attack right
1371,storage/bout/f1SlL8ZhCAc/combined/385.mp4,Attack right
11526,storage/bout/n1GZg9ILqVY/combined/1441.mp4,Attack right
9147,storage/bout/o3yJ3MPRJRg/combined/219.mp4,Attack right
275,storage/bout/ZRPxZGW-384/combined/1012.mp4,Attack right
379,storage/bout/brZNJV1ewIY/combined/152.mp4,Attack right
4377,storage/bout/ZrJJikmZQeA/combined/816.mp4,Attack right
3124,storage/bout/9P76dS9jCPg/clips/1038.mp4,Attack right
5416,storage/bout/q1u2S1JuFDE/combined/1010.mp4,Attack right
7805,storage/bout/Ni25EUbh2ng/combined/129.mp4,Attack right
10008,storage/bout/_PiPvFgQ6ZA/combined/501.mp4,Attack right
748,storage/bout/FOnYz-WgwQU/combined/290.mp4,Attack right
6849,storage/bout/dZ4wGHhTbD0/combined/262.mp4,Attack right
12789,storage/bout/zUHoSwPz1is/combined/153.mp4,Attack right
7700,storage/bout/CWJIO-gxKqU/combined/916.mp4,Attack right
5118,storage/bout/Ud3u2HfOPfU/combined/753.mp4,Attack right
8129,storage/bout/270iNHfUmlM/combined/363.mp4,Attack right
5857,storage/bout/YzEJA9I3rMw/combined/350.mp4,Attack right
3972,storage/bout/5YdF8DE9sLc/combined/712.mp4,Attack right
6286,storage/bout/O440rKTEmZs/combined/312.mp4,Attack right
8798,storage/bout/qJ4fKFbITCQ/combined/1028.mp4,Attack right
19,storage/bout/mlzY3a-X92M/combined/629.mp4,Attack right
1473,storage/bout/NG8cgGQ6x9c/combined/441.mp4,Attack right
4377,storage/bout/ZrJJikmZQeA/combined/816.mp4,Attack right
8774,storage/bout/0UaVSCjaKR8/combined/192.mp4,Attack right
2975,storage/bout/29OxE9NOAaY/combined/644.mp4,Attack right
12785,storage/bout/zg3RxnYav8A/combined/957.mp4,Attack right
9615,storage/bout/eola32yKxg4/combined/322.mp4,Attack right
2875,storage/bout/UEmfqghE6yQ/combined/194.mp4,Attack right
1397,storage/bout/IRjv6luKW-E/combined/249.mp4,Attack right
105,storage/bout/sEuHDNqlLiw/combined/533.mp4,Attack right
12123,storage/bout/sgjtC6KuIBU/combined/135.mp4,Attack right
5209,storage/bout/0cSMoqSH20s/combined/426.mp4,Attack right
3969,storage/bout/5YdF8DE9sLc/combined/521.mp4,Attack right
6895,storage/bout/SzHoFb1z36o/combined/823.mp4,Attack right
5434,storage/bout/q1u2S1JuFDE/combined/620.mp4,Attack right
12308,storage/bout/fWCoyIWkHpk/combined/943.mp4,Attack right
8187,storage/bout/idyylT7o0fE/combined/71.mp4,Attack right
1577,storage/bout/s8F7ikXMSmI/combined/590.mp4,Attack right
5300,storage/bout/Vd49gn8jUv8/combined/298.mp4,Attack right
722,storage/bout/89KjitqMIx8/combined/352.mp4,Attack right
7991,storage/bout/yrZjVYwjlMo/combined/510.mp4,Attack right
4246,storage/bout/zy_S_xYpFy0/combined/523.mp4,Attack right
3124,storage/bout/9P76dS9jCPg/clips/1038.mp4,Attack right
1537,storage/bout/smatp6vZ2dg/combined/558.mp4,Attack right
8321,storage/bout/7DOy2_SMmzA/combined/900.mp4,Attack right
6505,storage/bout/MPwP9535oqc/combined/56.mp4,Attack right
1187,storage/bout/yF8CJ6EkxiU/combined/1121.mp4,Attack right
5068,storage/bout/DJYGwvC3HNM/combined/1214.mp4,Attack right
294,storage/bout/ZRPxZGW-384/combined/560.mp4,Attack right
4713,storage/bout/y5DN0GPlzh8/combined/128.mp4,Attack right
1100,storage/bout/CD_OaN263kM/combined/544.mp4,Attack right
11483,storage/bout/bOYustuEs7o/combined/1456.mp4,Attack right
7093,storage/bout/lU26reX_5kE/combined/414.mp4,Attack right
1592,storage/bout/bTBgOaQ5EFg/combined/196.mp4,Attack right
680,storage/bout/lyUzYxaDQlw/combined/834.mp4,Attack right
9671,storage/bout/R83fU3cfqh0/combined/1068.mp4,Attack right
5451,storage/bout/O2DeJmIGhdk/combined/1305.mp4,Attack right
6839,storage/bout/CK6-kL-M9jU/combined/694.mp4,Attack right
5246,storage/bout/HnbRLtCYjfA/combined/560.mp4,Attack right
5416,storage/bout/q1u2S1JuFDE/combined/1010.mp4,Attack right
6361,storage/bout/dlW-An23ldk/combined/804.mp4,Attack right
9671,storage/bout/R83fU3cfqh0/combined/1068.mp4,Attack right
225,storage/bout/Mp2sELd-4Sg/combined/346.mp4,Attack right
5980,storage/bout/NTEfm7wUePM/combined/958.mp4,Attack right
5215,storage/bout/0cSMoqSH20s/combined/63.mp4,Attack right
2177,storage/bout/DbtbovVrfwQ/combined/659.mp4,Attack right
9725,storage/bout/Ktga_lTQ9ic/combined/753.mp4,Attack right
2134,storage/bout/W28DXlCryQs/combined/337.mp4,Attack right
6273,storage/bout/FAlOZyNi6ic/combined/99.mp4,Attack right
4404,storage/bout/dy3GTBt0gSk/combined/1810.mp4,Attack right
2279,storage/bout/HjOMXxXK86c/combined/1000.mp4,Attack right
4095,storage/bout/WNV9Xcdk5dQ/combined/780.mp4,Attack right
1537,storage/bout/smatp6vZ2dg/combined/558.mp4,Attack right
1293,storage/bout/xhgPF0DG7yU/combined/1231.mp4,Attack right
1501,storage/bout/93PbREV0iDM/combined/317.mp4,Attack right
2748,storage/bout/Nee8wqhAWOk/combined/1078.mp4,Attack right
2624,storage/bout/3s8JO9xpnvE/combined/259.mp4,Attack right
1781,storage/bout/opv8XjXYvC4/clips/299.mp4,Attack right
6184,storage/bout/HQIMqyFaTgk/combined/1636.mp4,Attack right
6082,storage/bout/dYIV-QiC7XI/combined/68.mp4,Attack right
8243,storage/bout/lWygaiTIJwo/combined/436.mp4,Attack right
1655,storage/bout/D59YO1AnJqA/combined/172.mp4,Attack right
2382,storage/bout/qcXXFpLm8uw/combined/1096.mp4,Attack right
7272,storage/bout/u3j0ngIv8U0/combined/1265.mp4,Attack right
3878,storage/bout/HxDB72raPTo/combined/327.mp4,Attack right
3186,storage/bout/9CJCg-_YCrQ/combined/761.mp4,Attack right
6388,storage/bout/1jmhAmBmxw8/combined/1162.mp4,Attack right
2036,storage/bout/X-N7HlA-J9U/combined/291.mp4,Attack right
6791,storage/bout/CPEuqV5FAYg/combined/307.mp4,Attack right
1501,storage/bout/93PbREV0iDM/combined/317.mp4,Attack right
10768,storage/bout/g0MYuu4avwY/combined/618.mp4,Attack right
1542,storage/bout/smatp6vZ2dg/combined/672.mp4,Attack right
6849,storage/bout/dZ4wGHhTbD0/combined/262.mp4,Attack right
6621,storage/bout/hgxzvqPcWkI/combined/1025.mp4,Attack right
11086,storage/bout/44QkjCKs5ms/combined/27.mp4,Attack right
2586,storage/bout/BRXVmmf4eeQ/combined/669.mp4,Attack right
6750,storage/bout/9jqw04879FI/combined/1168.mp4,Attack right
5839,storage/bout/8Nd8LX0yAMo/combined/787.mp4,Attack right
4068,storage/bout/BecaBPSnGOc/combined/979.mp4,Attack right
1541,storage/bout/smatp6vZ2dg/combined/66.mp4,Attack right
6944,storage/bout/XgpI8mYGuog/combined/1314.mp4,Attack right
831,storage/bout/-_SxyNlLzak/combined/680.mp4,Attack right
11161,storage/bout/2yvYSq6haos/combined/703.mp4,Attack right
4326,storage/bout/6jEwu7-NQuY/combined/1566.mp4,Attack right
3727,storage/bout/58RffoZm_ho/combined/508.mp4,Attack right
5300,storage/bout/Vd49gn8jUv8/combined/298.mp4,Attack right
1711,storage/bout/Ebj5yWjCdj0/combined/1056.mp4,Attack right
4440,storage/bout/yXfD_F5beS4/combined/262.mp4,Attack right
10090,storage/bout/wPvXuuxUQAw/combined/295.mp4,Attack right
2799,storage/bout/y5BTWDOdu3k/combined/217.mp4,Attack right
2814,storage/bout/y5BTWDOdu3k/combined/704.mp4,Attack right
831,storage/bout/-_SxyNlLzak/combined/680.mp4,Attack right
5857,storage/bout/YzEJA9I3rMw/combined/350.mp4,Attack right
6040,storage/bout/0bLC8RCrd_M/combined/224.mp4,Attack right
652,storage/bout/7j7-8DO_500/combined/691.mp4,Attack right
7093,storage/bout/lU26reX_5kE/combined/414.mp4,Attack right
831,storage/bout/-_SxyNlLzak/combined/680.mp4,Attack right
4,storage/bout/mlzY3a-X92M/combined/1159.mp4,Attack right
6281,storage/bout/O440rKTEmZs/combined/23.mp4,Attack right
1482,storage/bout/NG8cgGQ6x9c/combined/724.mp4,Attack right
5324,storage/bout/Vd49gn8jUv8/combined/95.mp4,Attack right
11931,storage/bout/zLvwYyq3bx8/combined/587.mp4,Attack right
8015,storage/bout/pT4BCFaLqFc/combined/303.mp4,Attack right
1501,storage/bout/93PbREV0iDM/combined/317.mp4,Attack right
2748,storage/bout/Nee8wqhAWOk/combined/1078.mp4,Attack right
3078,storage/bout/_s-f1XdBvUk/combined/494.mp4,Attack right
6253,storage/bout/FAlOZyNi6ic/combined/338.mp4,Attack right
912,storage/bout/WtLno1Z9mEw/combined/1113.mp4,Attack right
487,storage/bout/J3-mT2Z-MbE/combined/119.mp4,Attack right
6849,storage/bout/dZ4wGHhTbD0/combined/262.mp4,Attack right
7906,storage/bout/JHK9jxGsXpA/combined/143.mp4,Attack right
6750,storage/bout/9jqw04879FI/combined/1168.mp4,Attack right
7272,storage/bout/u3j0ngIv8U0/combined/1265.mp4,Attack right
3307,storage/bout/5FjKkrsuWK4/combined/487.mp4,Attack right
1605,storage/bout/bTBgOaQ5EFg/combined/444.mp4,Attack right
11367,storage/bout/Pr4H4uxZUhM/combined/718.mp4,Attack right
3705,storage/bout/bpmPGE7R-8Q/combined/690.mp4,Attack right
1378,storage/bout/f1SlL8ZhCAc/combined/624.mp4,Attack right
1261,storage/bout/hA8ikW1oczM/clips/1758.mp4,Attack right
869,storage/bout/xH8ih_1PZOY/combined/775.mp4,Attack right
2999,storage/bout/E3ieQWwLvS0/combined/227.mp4,Attack right
8774,storage/bout/0UaVSCjaKR8/combined/192.mp4,Attack right
1875,storage/bout/mIXz2mCCJak/combined/224.mp4,Attack right
1766,storage/bout/PMDhOczTEKo/combined/830.mp4,Attack right
11385,storage/bout/qrwrNr4enuE/combined/237.mp4,Attack right
5852,storage/bout/YzEJA9I3rMw/combined/244.mp4,Attack right
1355,storage/bout/8_yX1HRpDgk/combined/786.mp4,Attack right
4444,storage/bout/yXfD_F5beS4/combined/331.mp4,Attack right
8399,storage/bout/M5NxUh-aZmg/combined/382.mp4,Attack right
989,storage/bout/iOrQvwWHPTk/combined/202.mp4,Attack right
5848,storage/bout/YzEJA9I3rMw/combined/115.mp4,Attack right
1371,storage/bout/f1SlL8ZhCAc/combined/385.mp4,Attack right
882,storage/bout/n56kfujT0Sk/combined/264.mp4,Attack right
1272,storage/bout/hA8ikW1oczM/clips/686.mp4,Attack right
2121,storage/bout/1qB9LXKvWno/combined/877.mp4,Attack right
4017,storage/bout/rdHgMGY7uuI/combined/1376.mp4,Attack right
2280,storage/bout/HjOMXxXK86c/combined/108.mp4,Attack right
8812,storage/bout/qJ4fKFbITCQ/combined/375.mp4,Attack right
6590,storage/bout/24uA35bMzXU/combined/116.mp4,Attack right
8726,storage/bout/M73s4qW7uW8/combined/337.mp4,Attack right
3078,storage/bout/_s-f1XdBvUk/combined/494.mp4,Attack right
2246,storage/bout/isvIrL08qmo/combined/772.mp4,Attack right
4444,storage/bout/yXfD_F5beS4/combined/331.mp4,Attack right
1004,storage/bout/iOrQvwWHPTk/combined/498.mp4,Attack right
1009,storage/bout/iOrQvwWHPTk/combined/561.mp4,Attack right
12308,storage/bout/fWCoyIWkHpk/combined/943.mp4,Attack right
7277,storage/bout/u3j0ngIv8U0/combined/323.mp4,Attack right
10810,storage/bout/3LYVgcfXpMY/combined/948.mp4,Attack right
4273,storage/bout/3plXwLGn4yM/combined/1125.mp4,Attack right
6273,storage/bout/FAlOZyNi6ic/combined/99.mp4,Attack right
5148,storage/bout/wPfFrclxfqE/combined/519.mp4,Attack right
2175,storage/bout/DbtbovVrfwQ/combined/636.mp4,Attack right
12789,storage/bout/zUHoSwPz1is/combined/153.mp4,Attack right
6275,storage/bout/O440rKTEmZs/combined/124.mp4,Attack right
9091,storage/bout/iAGV9embmWc/combined/557.mp4,Attack right
4095,storage/bout/WNV9Xcdk5dQ/combined/780.mp4,Attack right
1033,storage/bout/CF4cZh0zO94/combined/349.mp4,Attack right
3295,storage/bout/5FjKkrsuWK4/combined/163.mp4,Attack right
1892,storage/bout/mIXz2mCCJak/combined/866.mp4,Attack right
5853,storage/bout/YzEJA9I3rMw/combined/251.mp4,Attack right
1686,storage/bout/6_vSs8pZ1GU/combined/166.mp4,Attack right
8726,storage/bout/M73s4qW7uW8/combined/337.mp4,Attack right
989,storage/bout/iOrQvwWHPTk/combined/202.mp4,Attack right
2246,storage/bout/isvIrL08qmo/combined/772.mp4,Attack right
6021,storage/bout/JtwpJDvzE7s/combined/1002.mp4,Attack right
5378,storage/bout/FSIveKYWNy0/combined/1021.mp4,Attack right
13374,storage/bout/d4tH4F-pkZ8/combined/200.mp4,Attack right
4,storage/bout/mlzY3a-X92M/combined/1159.mp4,Attack right
1915,storage/bout/CGJ66jNWt5c/combined/690.mp4,Attack right
1644,storage/bout/NFtnw0THROM/combined/938.mp4,Attack right
6435,storage/bout/QeHo5Qsuh1A/combined/610.mp4,Attack right
3858,storage/bout/Fp_Z-O2WbT4/combined/450.mp4,Attack right
300,storage/bout/ZRPxZGW-384/combined/686.mp4,Attack right
1100,storage/bout/CD_OaN263kM/combined/544.mp4,Attack right
79,storage/bout/YjceRJadCtU/combined/648.mp4,Attack right
1541,storage/bout/smatp6vZ2dg/combined/66.mp4,Attack right
748,storage/bout/FOnYz-WgwQU/combined/290.mp4,Attack right
6562,storage/bout/inmRjJbEffk/combined/76.mp4,Attack right
10594,storage/bout/l5gjHkQZc_U/combined/446.mp4,Attack right
1414,storage/bout/IRjv6luKW-E/combined/707.mp4,Attack right
914,storage/bout/WtLno1Z9mEw/combined/1219.mp4,Attack right
3102,storage/bout/xi9P13QtulY/combined/372.mp4,Attack right
1044,storage/bout/CF4cZh0zO94/combined/773.mp4,Attack right
488,storage/bout/J3-mT2Z-MbE/combined/126.mp4,Attack right
862,storage/bout/xH8ih_1PZOY/combined/485.mp4,Attack right
6760,storage/bout/9jqw04879FI/combined/160.mp4,Attack right
6082,storage/bout/dYIV-QiC7XI/combined/68.mp4,Attack right
5587,storage/bout/8bPjIKTM_R0/combined/239.mp4,Attack right
6040,storage/bout/0bLC8RCrd_M/combined/224.mp4,Attack right
3414,storage/bout/bI9CTfIwXr0/combined/123.mp4,Attack right
3463,storage/bout/hXgmvbinTJI/combined/570.mp4,Attack right
783,storage/bout/Tu7Z2ZGR6qo/combined/381.mp4,Attack right
11862,storage/bout/QBgTSRn8sKs/combined/387.mp4,Attack right
1644,storage/bout/NFtnw0THROM/combined/938.mp4,Attack right
1515,storage/bout/93PbREV0iDM/combined/691.mp4,Attack right
830,storage/bout/-_SxyNlLzak/combined/597.mp4,Attack right
4440,storage/bout/yXfD_F5beS4/combined/262.mp4,Attack right
4095,storage/bout/WNV9Xcdk5dQ/combined/780.mp4,Attack right
748,storage/bout/FOnYz-WgwQU/combined/290.mp4,Attack right
1050,storage/bout/CF4cZh0zO94/combined/986.mp4,Attack right
12179,storage/bout/COfH7VQNlXU/combined/899.mp4,Attack right
13097,storage/bout/uAtdCvUwEpE/combined/143.mp4,Attack right
2175,storage/bout/DbtbovVrfwQ/combined/636.mp4,Attack right
7226,storage/bout/6vewgBsJ71E/combined/868.mp4,Attack right
10941,storage/bout/ZrSqn8K78tw/combined/781.mp4,Attack right
1120,storage/bout/QeHo5Qsuh1A/combined/171.mp4,Attack right
7559,storage/bout/xBPM_PxQZKE/combined/434.mp4,Attack right
6835,storage/bout/CK6-kL-M9jU/combined/616.mp4,Attack right
1101,storage/bout/CD_OaN263kM/combined/55.mp4,Attack right
5476,storage/bout/O2DeJmIGhdk/combined/995.mp4,Attack right
9737,storage/bout/h0WWY-7talc/combined/254.mp4,Attack right
2975,storage/bout/29OxE9NOAaY/combined/644.mp4,Attack right
1746,storage/bout/PMDhOczTEKo/combined/235.mp4,Attack right
10594,storage/bout/l5gjHkQZc_U/combined/446.mp4,Attack right
4384,storage/bout/dy3GTBt0gSk/combined/1029.mp4,Attack right
2856,storage/bout/JNtMt-G2_FY/combined/349.mp4,Attack right
925,storage/bout/WtLno1Z9mEw/combined/349.mp4,Attack right
1333,storage/bout/8_yX1HRpDgk/combined/27.mp4,Attack right
2999,storage/bout/E3ieQWwLvS0/combined/227.mp4,Attack right
6273,storage/bout/FAlOZyNi6ic/combined/99.mp4,Attack right
275,storage/bout/ZRPxZGW-384/combined/1012.mp4,Attack right
6866,storage/bout/dZ4wGHhTbD0/combined/71.mp4,Attack right
3958,storage/bout/5YdF8DE9sLc/combined/182.mp4,Attack right
13385,storage/bout/d4tH4F-pkZ8/combined/474.mp4,Attack right
4057,storage/bout/BecaBPSnGOc/combined/593.mp4,Attack right
2597,storage/bout/rHZ6FyV6x3g/combined/184.mp4,Attack right
146,storage/bout/mm_ZMFNSg2I/combined/1012.mp4,Attack right
8324,storage/bout/L37D36aunDE/combined/1021.mp4,Attack right
6716,storage/bout/VYWPmujVa28/combined/86.mp4,Attack right
303,storage/bout/ZRPxZGW-384/combined/739.mp4,Attack right
1531,storage/bout/smatp6vZ2dg/combined/401.mp4,Attack right
2468,storage/bout/3oAV1C348w0/combined/414.mp4,Attack right
5294,storage/bout/Vd49gn8jUv8/combined/135.mp4,Attack right
3657,storage/bout/GEMVUKmcVpM/combined/398.mp4,Attack right
8944,storage/bout/nta3JYFVZ1Q/combined/353.mp4,Attack right
1781,storage/bout/opv8XjXYvC4/clips/299.mp4,Attack right
200,storage/bout/eaps5bn10Vw/combined/359.mp4,Attack right
1503,storage/bout/93PbREV0iDM/combined/387.mp4,Attack right
1746,storage/bout/PMDhOczTEKo/combined/235.mp4,Attack right
