id,video_url,labels
4149,data1/boxing_storage/4149.mp4,Left Hand Head Punch
1907,data1/boxing_storage/1907.mp4,Left Hand Head Punch
1034,data1/boxing_storage/1034.mp4,Left Hand Head Punch
1981,data1/boxing_storage/1981.mp4,Left Hand Head Punch
4324,data1/boxing_storage/4324.mp4,Left Hand Head Punch
450,data1/boxing_storage/450.mp4,Left Hand Head Punch
545,data1/boxing_storage/545.mp4,Left Hand Head Punch
2717,data1/boxing_storage/2717.mp4,Left Hand Head Punch
715,data1/boxing_storage/715.mp4,Left Hand Head Punch
2186,data1/boxing_storage/2186.mp4,Left Hand Head Punch
3606,data1/boxing_storage/3606.mp4,Left Hand Head Punch
1204,data1/boxing_storage/1204.mp4,Left Hand Head Punch
4108,data1/boxing_storage/4108.mp4,Left Hand Head Punch
3560,data1/boxing_storage/3560.mp4,Left Hand Head Punch
2775,data1/boxing_storage/2775.mp4,Left Hand Head Punch
757,data1/boxing_storage/757.mp4,Left Hand Head Punch
1953,data1/boxing_storage/1953.mp4,Left Hand Head Punch
869,data1/boxing_storage/869.mp4,Left Hand Head Punch
2330,data1/boxing_storage/2330.mp4,Left Hand Head Punch
2950,data1/boxing_storage/2950.mp4,Left Hand Head Punch
2131,data1/boxing_storage/2131.mp4,Left Hand Head Punch
591,data1/boxing_storage/591.mp4,Left Hand Head Punch
2055,data1/boxing_storage/2055.mp4,Left Hand Head Punch
505,data1/boxing_storage/505.mp4,Left Hand Head Punch
978,data1/boxing_storage/978.mp4,Left Hand Head Punch
1344,data1/boxing_storage/1344.mp4,Left Hand Head Punch
2917,data1/boxing_storage/2917.mp4,Left Hand Head Punch
3312,data1/boxing_storage/3312.mp4,Left Hand Head Punch
26,data1/boxing_storage/26.mp4,Left Hand Head Punch
184,data1/boxing_storage/184.mp4,Left Hand Head Punch
1433,data1/boxing_storage/1433.mp4,Left Hand Head Punch
3783,data1/boxing_storage/3783.mp4,Left Hand Head Punch
3245,data1/boxing_storage/3245.mp4,Left Hand Head Punch
1748,data1/boxing_storage/1748.mp4,Left Hand Head Punch
4132,data1/boxing_storage/4132.mp4,Left Hand Head Punch
2989,data1/boxing_storage/2989.mp4,Left Hand Head Punch
3265,data1/boxing_storage/3265.mp4,Left Hand Head Punch
4181,data1/boxing_storage/4181.mp4,Left Hand Head Punch
1625,data1/boxing_storage/1625.mp4,Left Hand Head Punch
1002,data1/boxing_storage/1002.mp4,Left Hand Head Punch
1093,data1/boxing_storage/1093.mp4,Left Hand Head Punch
743,data1/boxing_storage/743.mp4,Left Hand Head Punch
976,data1/boxing_storage/976.mp4,Left Hand Head Punch
4169,data1/boxing_storage/4169.mp4,Left Hand Head Punch
619,data1/boxing_storage/619.mp4,Left Hand Head Punch
2777,data1/boxing_storage/2777.mp4,Left Hand Head Punch
116,data1/boxing_storage/116.mp4,Left Hand Head Punch
2873,data1/boxing_storage/2873.mp4,Left Hand Head Punch
389,data1/boxing_storage/389.mp4,Left Hand Head Punch
544,data1/boxing_storage/544.mp4,Left Hand Head Punch
2101,data1/boxing_storage/2101.mp4,Left Hand Head Punch
2494,data1/boxing_storage/2494.mp4,Left Hand Head Punch
2898,data1/boxing_storage/2898.mp4,Left Hand Head Punch
2933,data1/boxing_storage/2933.mp4,Left Hand Head Punch
1385,data1/boxing_storage/1385.mp4,Left Hand Head Punch
1049,data1/boxing_storage/1049.mp4,Left Hand Head Punch
4371,data1/boxing_storage/4371.mp4,Left Hand Head Punch
2159,data1/boxing_storage/2159.mp4,Left Hand Head Punch
297,data1/boxing_storage/297.mp4,Left Hand Head Punch
1860,data1/boxing_storage/1860.mp4,Left Hand Head Punch
1971,data1/boxing_storage/1971.mp4,Left Hand Head Punch
4295,data1/boxing_storage/4295.mp4,Left Hand Head Punch
2604,data1/boxing_storage/2604.mp4,Left Hand Head Punch
1670,data1/boxing_storage/1670.mp4,Left Hand Head Punch
4108,data1/boxing_storage/4108.mp4,Left Hand Head Punch
1737,data1/boxing_storage/1737.mp4,Left Hand Head Punch
2810,data1/boxing_storage/2810.mp4,Left Hand Head Punch
3452,data1/boxing_storage/3452.mp4,Left Hand Head Punch
1385,data1/boxing_storage/1385.mp4,Left Hand Head Punch
2065,data1/boxing_storage/2065.mp4,Left Hand Head Punch
1013,data1/boxing_storage/1013.mp4,Left Hand Head Punch
2307,data1/boxing_storage/2307.mp4,Left Hand Head Punch
2138,data1/boxing_storage/2138.mp4,Left Hand Head Punch
1003,data1/boxing_storage/1003.mp4,Left Hand Head Punch
555,data1/boxing_storage/555.mp4,Left Hand Head Punch
2839,data1/boxing_storage/2839.mp4,Left Hand Head Punch
4318,data1/boxing_storage/4318.mp4,Left Hand Head Punch
2360,data1/boxing_storage/2360.mp4,Left Hand Head Punch
4105,data1/boxing_storage/4105.mp4,Left Hand Head Punch
4372,data1/boxing_storage/4372.mp4,Left Hand Head Punch
2295,data1/boxing_storage/2295.mp4,Left Hand Head Punch
2010,data1/boxing_storage/2010.mp4,Left Hand Head Punch
3527,data1/boxing_storage/3527.mp4,Left Hand Head Punch
1532,data1/boxing_storage/1532.mp4,Left Hand Head Punch
2784,data1/boxing_storage/2784.mp4,Left Hand Head Punch
289,data1/boxing_storage/289.mp4,Left Hand Head Punch
1315,data1/boxing_storage/1315.mp4,Left Hand Head Punch
3970,data1/boxing_storage/3970.mp4,Left Hand Head Punch
619,data1/boxing_storage/619.mp4,Left Hand Head Punch
2025,data1/boxing_storage/2025.mp4,Left Hand Head Punch
4590,data1/boxing_storage/4590.mp4,Left Hand Head Punch
3343,data1/boxing_storage/3343.mp4,Left Hand Head Punch
1484,data1/boxing_storage/1484.mp4,Left Hand Head Punch
2905,data1/boxing_storage/2905.mp4,Left Hand Head Punch
1441,data1/boxing_storage/1441.mp4,Left Hand Head Punch
3317,data1/boxing_storage/3317.mp4,Left Hand Head Punch
3529,data1/boxing_storage/3529.mp4,Left Hand Head Punch
3062,data1/boxing_storage/3062.mp4,Left Hand Head Punch
1575,data1/boxing_storage/1575.mp4,Left Hand Head Punch
1856,data1/boxing_storage/1856.mp4,Left Hand Head Punch
1511,data1/boxing_storage/1511.mp4,Left Hand Head Punch
4371,data1/boxing_storage/4371.mp4,Left Hand Head Punch
2764,data1/boxing_storage/2764.mp4,Left Hand Head Punch
1740,data1/boxing_storage/1740.mp4,Left Hand Head Punch
2143,data1/boxing_storage/2143.mp4,Left Hand Head Punch
2873,data1/boxing_storage/2873.mp4,Left Hand Head Punch
4503,data1/boxing_storage/4503.mp4,Left Hand Head Punch
4324,data1/boxing_storage/4324.mp4,Left Hand Head Punch
3775,data1/boxing_storage/3775.mp4,Left Hand Head Punch
3745,data1/boxing_storage/3745.mp4,Left Hand Head Punch
4548,data1/boxing_storage/4548.mp4,Left Hand Head Punch
4192,data1/boxing_storage/4192.mp4,Left Hand Head Punch
3790,data1/boxing_storage/3790.mp4,Left Hand Head Punch
4134,data1/boxing_storage/4134.mp4,Left Hand Head Punch
3494,data1/boxing_storage/3494.mp4,Left Hand Head Punch
512,data1/boxing_storage/512.mp4,Left Hand Head Punch
3474,data1/boxing_storage/3474.mp4,Left Hand Head Punch
3926,data1/boxing_storage/3926.mp4,Left Hand Head Punch
3879,data1/boxing_storage/3879.mp4,Left Hand Head Punch
3636,data1/boxing_storage/3636.mp4,Left Hand Head Punch
1718,data1/boxing_storage/1718.mp4,Left Hand Head Punch
1705,data1/boxing_storage/1705.mp4,Left Hand Head Punch
2644,data1/boxing_storage/2644.mp4,Left Hand Head Punch
3570,data1/boxing_storage/3570.mp4,Left Hand Head Punch
3819,data1/boxing_storage/3819.mp4,Left Hand Head Punch
1921,data1/boxing_storage/1921.mp4,Left Hand Head Punch
4090,data1/boxing_storage/4090.mp4,Left Hand Head Punch
3978,data1/boxing_storage/3978.mp4,Left Hand Head Punch
1757,data1/boxing_storage/1757.mp4,Left Hand Head Punch
811,data1/boxing_storage/811.mp4,Left Hand Head Punch
3474,data1/boxing_storage/3474.mp4,Left Hand Head Punch
3499,data1/boxing_storage/3499.mp4,Left Hand Head Punch
1860,data1/boxing_storage/1860.mp4,Left Hand Head Punch
1803,data1/boxing_storage/1803.mp4,Left Hand Head Punch
3867,data1/boxing_storage/3867.mp4,Left Hand Head Punch
4476,data1/boxing_storage/4476.mp4,Left Hand Head Punch
4132,data1/boxing_storage/4132.mp4,Left Hand Head Punch
3498,data1/boxing_storage/3498.mp4,Left Hand Head Punch
3161,data1/boxing_storage/3161.mp4,Left Hand Head Punch
4177,data1/boxing_storage/4177.mp4,Left Hand Head Punch
1165,data1/boxing_storage/1165.mp4,Left Hand Head Punch
1532,data1/boxing_storage/1532.mp4,Left Hand Head Punch
3601,data1/boxing_storage/3601.mp4,Left Hand Head Punch
4197,data1/boxing_storage/4197.mp4,Left Hand Head Punch
3930,data1/boxing_storage/3930.mp4,Left Hand Head Punch
3931,data1/boxing_storage/3931.mp4,Left Hand Head Punch
3161,data1/boxing_storage/3161.mp4,Left Hand Head Punch
4485,data1/boxing_storage/4485.mp4,Left Hand Head Punch
4514,data1/boxing_storage/4514.mp4,Left Hand Head Punch
2587,data1/boxing_storage/2587.mp4,Left Hand Head Punch
3052,data1/boxing_storage/3052.mp4,Left Hand Head Punch
1900,data1/boxing_storage/1900.mp4,Left Hand Head Punch
344,data1/boxing_storage/344.mp4,Left Hand Head Punch
5,data1/boxing_storage/5.mp4,Left Hand Head Punch
1736,data1/boxing_storage/1736.mp4,Left Hand Head Punch
594,data1/boxing_storage/594.mp4,Left Hand Head Punch
4355,data1/boxing_storage/4355.mp4,Left Hand Head Punch
2277,data1/boxing_storage/2277.mp4,Left Hand Head Punch
3474,data1/boxing_storage/3474.mp4,Left Hand Head Punch
988,data1/boxing_storage/988.mp4,Left Hand Head Punch
3962,data1/boxing_storage/3962.mp4,Left Hand Head Punch
4543,data1/boxing_storage/4543.mp4,Left Hand Head Punch
3246,data1/boxing_storage/3246.mp4,Left Hand Head Punch
2950,data1/boxing_storage/2950.mp4,Left Hand Head Punch
1981,data1/boxing_storage/1981.mp4,Left Hand Head Punch
3988,data1/boxing_storage/3988.mp4,Left Hand Head Punch
649,data1/boxing_storage/649.mp4,Left Hand Head Punch
2240,data1/boxing_storage/2240.mp4,Left Hand Head Punch
4044,data1/boxing_storage/4044.mp4,Left Hand Head Punch
546,data1/boxing_storage/546.mp4,Left Hand Head Punch
3376,data1/boxing_storage/3376.mp4,Left Hand Head Punch
364,data1/boxing_storage/364.mp4,Left Hand Head Punch
1030,data1/boxing_storage/1030.mp4,Left Hand Head Punch
2065,data1/boxing_storage/2065.mp4,Left Hand Head Punch
753,data1/boxing_storage/753.mp4,Left Hand Head Punch
732,data1/boxing_storage/732.mp4,Left Hand Head Punch
2341,data1/boxing_storage/2341.mp4,Left Hand Head Punch
4480,data1/boxing_storage/4480.mp4,Left Hand Head Punch
537,data1/boxing_storage/537.mp4,Left Hand Head Punch
2666,data1/boxing_storage/2666.mp4,Left Hand Head Punch
4198,data1/boxing_storage/4198.mp4,Left Hand Head Punch
2033,data1/boxing_storage/2033.mp4,Left Hand Head Punch
406,data1/boxing_storage/406.mp4,Left Hand Head Punch
1662,data1/boxing_storage/1662.mp4,Left Hand Head Punch
3413,data1/boxing_storage/3413.mp4,Left Hand Head Punch
3211,data1/boxing_storage/3211.mp4,Left Hand Head Punch
501,data1/boxing_storage/501.mp4,Left Hand Head Punch
3735,data1/boxing_storage/3735.mp4,Left Hand Head Punch
1231,data1/boxing_storage/1231.mp4,Left Hand Head Punch
3792,data1/boxing_storage/3792.mp4,Left Hand Head Punch
1789,data1/boxing_storage/1789.mp4,Left Hand Head Punch
2055,data1/boxing_storage/2055.mp4,Left Hand Head Punch
2593,data1/boxing_storage/2593.mp4,Left Hand Head Punch
1038,data1/boxing_storage/1038.mp4,Left Hand Head Punch
3786,data1/boxing_storage/3786.mp4,Left Hand Head Punch
4198,data1/boxing_storage/4198.mp4,Left Hand Head Punch
426,data1/boxing_storage/426.mp4,Left Hand Head Punch
3288,data1/boxing_storage/3288.mp4,Left Hand Head Punch
2295,data1/boxing_storage/2295.mp4,Left Hand Head Punch
1333,data1/boxing_storage/1333.mp4,Left Hand Head Punch
2493,data1/boxing_storage/2493.mp4,Left Hand Head Punch
4548,data1/boxing_storage/4548.mp4,Left Hand Head Punch
1503,data1/boxing_storage/1503.mp4,Left Hand Head Punch
869,data1/boxing_storage/869.mp4,Left Hand Head Punch
2308,data1/boxing_storage/2308.mp4,Left Hand Head Punch
1734,data1/boxing_storage/1734.mp4,Left Hand Head Punch
1275,data1/boxing_storage/1275.mp4,Left Hand Head Punch
431,data1/boxing_storage/431.mp4,Left Hand Head Punch
3985,data1/boxing_storage/3985.mp4,Left Hand Head Punch
3668,data1/boxing_storage/3668.mp4,Left Hand Head Punch
4482,data1/boxing_storage/4482.mp4,Left Hand Head Punch
697,data1/boxing_storage/697.mp4,Left Hand Head Punch
406,data1/boxing_storage/406.mp4,Left Hand Head Punch
882,data1/boxing_storage/882.mp4,Left Hand Head Punch
1697,data1/boxing_storage/1697.mp4,Left Hand Head Punch
2775,data1/boxing_storage/2775.mp4,Left Hand Head Punch
4368,data1/boxing_storage/4368.mp4,Left Hand Head Punch
2336,data1/boxing_storage/2336.mp4,Left Hand Head Punch
5,data1/boxing_storage/5.mp4,Left Hand Head Punch
2368,data1/boxing_storage/2368.mp4,Left Hand Head Punch
3678,data1/boxing_storage/3678.mp4,Left Hand Head Punch
670,data1/boxing_storage/670.mp4,Left Hand Head Punch
4584,data1/boxing_storage/4584.mp4,Left Hand Head Punch
1195,data1/boxing_storage/1195.mp4,Left Hand Head Punch
2909,data1/boxing_storage/2909.mp4,Left Hand Head Punch
3317,data1/boxing_storage/3317.mp4,Left Hand Head Punch
2773,data1/boxing_storage/2773.mp4,Left Hand Head Punch
15,data1/boxing_storage/15.mp4,Left Hand Head Punch
3498,data1/boxing_storage/3498.mp4,Left Hand Head Punch
3105,data1/boxing_storage/3105.mp4,Left Hand Head Punch
4609,data1/boxing_storage/4609.mp4,Left Hand Head Punch
2186,data1/boxing_storage/2186.mp4,Left Hand Head Punch
564,data1/boxing_storage/564.mp4,Left Hand Head Punch
3249,data1/boxing_storage/3249.mp4,Left Hand Head Punch
1042,data1/boxing_storage/1042.mp4,Left Hand Head Punch
435,data1/boxing_storage/435.mp4,Left Hand Head Punch
149,data1/boxing_storage/149.mp4,Left Hand Head Punch
3189,data1/boxing_storage/3189.mp4,Left Hand Head Punch
1705,data1/boxing_storage/1705.mp4,Left Hand Head Punch
1600,data1/boxing_storage/1600.mp4,Left Hand Head Punch
4514,data1/boxing_storage/4514.mp4,Left Hand Head Punch
3997,data1/boxing_storage/3997.mp4,Left Hand Head Punch
4003,data1/boxing_storage/4003.mp4,Left Hand Head Punch
308,data1/boxing_storage/308.mp4,Left Hand Head Punch
670,data1/boxing_storage/670.mp4,Left Hand Head Punch
3477,data1/boxing_storage/3477.mp4,Left Hand Head Punch
3158,data1/boxing_storage/3158.mp4,Left Hand Head Punch
1405,data1/boxing_storage/1405.mp4,Left Hand Head Punch
4134,data1/boxing_storage/4134.mp4,Left Hand Head Punch
297,data1/boxing_storage/297.mp4,Left Hand Head Punch
437,data1/boxing_storage/437.mp4,Left Hand Head Punch
2424,data1/boxing_storage/2424.mp4,Left Hand Head Punch
2329,data1/boxing_storage/2329.mp4,Left Hand Head Punch
869,data1/boxing_storage/869.mp4,Left Hand Head Punch
2198,data1/boxing_storage/2198.mp4,Left Hand Head Punch
3322,data1/boxing_storage/3322.mp4,Left Hand Head Punch
2597,data1/boxing_storage/2597.mp4,Left Hand Head Punch
449,data1/boxing_storage/449.mp4,Left Hand Head Punch
4382,data1/boxing_storage/4382.mp4,Left Hand Head Punch
2152,data1/boxing_storage/2152.mp4,Left Hand Head Punch
1013,data1/boxing_storage/1013.mp4,Left Hand Head Punch
3619,data1/boxing_storage/3619.mp4,Left Hand Head Punch
2186,data1/boxing_storage/2186.mp4,Left Hand Head Punch
4188,data1/boxing_storage/4188.mp4,Left Hand Head Punch
3939,data1/boxing_storage/3939.mp4,Left Hand Head Punch
3255,data1/boxing_storage/3255.mp4,Left Hand Head Punch
3400,data1/boxing_storage/3400.mp4,Left Hand Head Punch
1030,data1/boxing_storage/1030.mp4,Left Hand Head Punch
1733,data1/boxing_storage/1733.mp4,Left Hand Head Punch
2898,data1/boxing_storage/2898.mp4,Left Hand Head Punch
1869,data1/boxing_storage/1869.mp4,Left Hand Head Punch
1216,data1/boxing_storage/1216.mp4,Left Hand Head Punch
2593,data1/boxing_storage/2593.mp4,Left Hand Head Punch
1259,data1/boxing_storage/1259.mp4,Left Hand Head Punch
3871,data1/boxing_storage/3871.mp4,Left Hand Head Punch
2859,data1/boxing_storage/2859.mp4,Left Hand Head Punch
2026,data1/boxing_storage/2026.mp4,Left Hand Head Punch
110,data1/boxing_storage/110.mp4,Left Hand Head Punch
618,data1/boxing_storage/618.mp4,Left Hand Head Punch
3844,data1/boxing_storage/3844.mp4,Left Hand Head Punch
1528,data1/boxing_storage/1528.mp4,Left Hand Head Punch
1141,data1/boxing_storage/1141.mp4,Left Hand Head Punch
3636,data1/boxing_storage/3636.mp4,Left Hand Head Punch
65,data1/boxing_storage/65.mp4,Left Hand Head Punch
605,data1/boxing_storage/605.mp4,Left Hand Head Punch
3619,data1/boxing_storage/3619.mp4,Left Hand Head Punch
2147,data1/boxing_storage/2147.mp4,Left Hand Head Punch
4479,data1/boxing_storage/4479.mp4,Left Hand Head Punch
736,data1/boxing_storage/736.mp4,Left Hand Head Punch
2330,data1/boxing_storage/2330.mp4,Left Hand Head Punch
2601,data1/boxing_storage/2601.mp4,Left Hand Head Punch
4155,data1/boxing_storage/4155.mp4,Left Hand Head Punch
1195,data1/boxing_storage/1195.mp4,Left Hand Head Punch
2783,data1/boxing_storage/2783.mp4,Left Hand Head Punch
2186,data1/boxing_storage/2186.mp4,Left Hand Head Punch
1786,data1/boxing_storage/1786.mp4,Left Hand Head Punch
4207,data1/boxing_storage/4207.mp4,Left Hand Head Punch
1498,data1/boxing_storage/1498.mp4,Left Hand Head Punch
3394,data1/boxing_storage/3394.mp4,Left Hand Head Punch
2936,data1/boxing_storage/2936.mp4,Left Hand Head Punch
4200,data1/boxing_storage/4200.mp4,Left Hand Head Punch
30,data1/boxing_storage/30.mp4,Left Hand Head Punch
3346,data1/boxing_storage/3346.mp4,Left Hand Head Punch
3460,data1/boxing_storage/3460.mp4,Left Hand Head Punch
445,data1/boxing_storage/445.mp4,Left Hand Head Punch
1292,data1/boxing_storage/1292.mp4,Left Hand Head Punch
2929,data1/boxing_storage/2929.mp4,Left Hand Head Punch
3863,data1/boxing_storage/3863.mp4,Left Hand Head Punch
1423,data1/boxing_storage/1423.mp4,Left Hand Head Punch
297,data1/boxing_storage/297.mp4,Left Hand Head Punch
2909,data1/boxing_storage/2909.mp4,Left Hand Head Punch
732,data1/boxing_storage/732.mp4,Left Hand Head Punch
3792,data1/boxing_storage/3792.mp4,Left Hand Head Punch
1372,data1/boxing_storage/1372.mp4,Left Hand Head Punch
771,data1/boxing_storage/771.mp4,Left Hand Head Punch
485,data1/boxing_storage/485.mp4,Left Hand Head Punch
1655,data1/boxing_storage/1655.mp4,Left Hand Head Punch
3105,data1/boxing_storage/3105.mp4,Left Hand Head Punch
1902,data1/boxing_storage/1902.mp4,Left Hand Head Punch
2709,data1/boxing_storage/2709.mp4,Left Hand Head Punch
3169,data1/boxing_storage/3169.mp4,Left Hand Head Punch
517,data1/boxing_storage/517.mp4,Left Hand Head Punch
668,data1/boxing_storage/668.mp4,Left Hand Head Punch
2661,data1/boxing_storage/2661.mp4,Left Hand Head Punch
2490,data1/boxing_storage/2490.mp4,Left Hand Head Punch
3319,data1/boxing_storage/3319.mp4,Left Hand Head Punch
3566,data1/boxing_storage/3566.mp4,Left Hand Head Punch
3731,data1/boxing_storage/3731.mp4,Left Hand Head Punch
371,data1/boxing_storage/371.mp4,Left Hand Head Punch
32,data1/boxing_storage/32.mp4,Left Hand Head Punch
1536,data1/boxing_storage/1536.mp4,Left Hand Head Punch
1544,data1/boxing_storage/1544.mp4,Left Hand Head Punch
3731,data1/boxing_storage/3731.mp4,Left Hand Head Punch
1867,data1/boxing_storage/1867.mp4,Left Hand Head Punch
1701,data1/boxing_storage/1701.mp4,Left Hand Head Punch
3650,data1/boxing_storage/3650.mp4,Left Hand Head Punch
2276,data1/boxing_storage/2276.mp4,Left Hand Head Punch
2605,data1/boxing_storage/2605.mp4,Left Hand Head Punch
4544,data1/boxing_storage/4544.mp4,Left Hand Head Punch
441,data1/boxing_storage/441.mp4,Left Hand Head Punch
1336,data1/boxing_storage/1336.mp4,Left Hand Head Punch
3930,data1/boxing_storage/3930.mp4,Left Hand Head Punch
2114,data1/boxing_storage/2114.mp4,Left Hand Head Punch
3126,data1/boxing_storage/3126.mp4,Left Hand Head Punch
3941,data1/boxing_storage/3941.mp4,Left Hand Head Punch
648,data1/boxing_storage/648.mp4,Left Hand Head Punch
3353,data1/boxing_storage/3353.mp4,Left Hand Head Punch
2912,data1/boxing_storage/2912.mp4,Left Hand Head Punch
4149,data1/boxing_storage/4149.mp4,Left Hand Head Punch
2045,data1/boxing_storage/2045.mp4,Left Hand Head Punch
1477,data1/boxing_storage/1477.mp4,Left Hand Head Punch
2445,data1/boxing_storage/2445.mp4,Left Hand Head Punch
1058,data1/boxing_storage/1058.mp4,Left Hand Head Punch
1441,data1/boxing_storage/1441.mp4,Left Hand Head Punch
2228,data1/boxing_storage/2228.mp4,Left Hand Head Punch
4192,data1/boxing_storage/4192.mp4,Left Hand Head Punch
2384,data1/boxing_storage/2384.mp4,Left Hand Head Punch
105,data1/boxing_storage/105.mp4,Left Hand Head Punch
1864,data1/boxing_storage/1864.mp4,Left Hand Head Punch
43,data1/boxing_storage/43.mp4,Left Hand Head Punch
822,data1/boxing_storage/822.mp4,Left Hand Head Punch
1408,data1/boxing_storage/1408.mp4,Left Hand Head Punch
1016,data1/boxing_storage/1016.mp4,Left Hand Head Punch
1775,data1/boxing_storage/1775.mp4,Left Hand Head Punch
2641,data1/boxing_storage/2641.mp4,Left Hand Head Punch
1268,data1/boxing_storage/1268.mp4,Left Hand Head Punch
3273,data1/boxing_storage/3273.mp4,Left Hand Head Punch
3084,data1/boxing_storage/3084.mp4,Left Hand Head Punch
3808,data1/boxing_storage/3808.mp4,Left Hand Head Punch
2235,data1/boxing_storage/2235.mp4,Left Hand Head Punch
1974,data1/boxing_storage/1974.mp4,Left Hand Head Punch
